Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
CREDIT,11/26/2024,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:241125 CO ENTRY DESCR:CHARGEBACKSEC:CCD    TRACE#:041001033242680 EED:241126   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 3313242680TC",350.00,ACH_CREDIT,63221.68,,
DEBIT,11/25/2024,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:241123 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001035608654 EED:241125   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 3305608654TC",-0.88,ACH_DEBIT,62871.68,,
DEBIT,11/25/2024,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:241123 CO ENTRY DESCR:FEE       SEC:CCD    TRACE#:041001035608658 EED:241125   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 3305608658TC",-10.00,ACH_DEBIT,62872.56,,
DEBIT,11/25/2024,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:241123 CO ENTRY DESCR:CHARGEBACKSEC:CCD    TRACE#:041001035608656 EED:241125   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 3305608656TC",-20.00,ACH_DEBIT,62882.56,,
DEBIT,11/25/2024,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:241122 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001035608660 EED:241125   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 3305608660TC",-28.13,ACH_DEBIT,62902.56,,
DEBIT,11/25/2024,"ORIG CO NAME:PAYPAL                 ORIG ID:PAYPALSI77 DESC DATE:241124 CO ENTRY DESCR:INST XFER SEC:WEB    TRACE#:091000014516305 EED:241125   IND ID:NETFLIX.COM                  IND NAME:BOODAH  INC                                                                                                  INSTANT TRANSFER TRN: 3304516305TC",-22.99,MISC_DEBIT,62930.69,,
DEBIT,11/25/2024,"Online Payment 22580127509 To Bus Rev Crdt 4002 11/25",-5625.00,LOAN_PMT,62953.68,,
DEBIT,11/25/2024,"ORIG CO NAME:PAYPAL                 ORIG ID:PAYPALSI77 DESC DATE:241123 CO ENTRY DESCR:INST XFER SEC:WEB    TRACE#:091000015628422 EED:241125   IND ID:1038429782410                IND NAME:BOODAH  INC                                                                                                  INSTANT TRANSFER TRN: 3305628422TC",-500.00,MISC_DEBIT,68578.68,,
DEBIT,11/25/2024,"ORIG CO NAME:ADVS ED SERV PPD       ORIG ID:9102001101 DESC DATE:241122 CO ENTRY DESCR:STUDNTLOANSEC:PPD    TRACE#:041036040974203 EED:241125   IND ID:                             IND NAME:COLLEEN F GALLICCHIO TRN: 3300974203TC",-483.42,ACH_DEBIT,69078.68,,
CREDIT,11/25/2024,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:241124 CO ENTRY DESCR:INSTFUNDINSEC:CCD    TRACE#:041001035608636 EED:241125   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 3305608636TC",20.00,ACH_CREDIT,69562.10,,
CREDIT,11/25/2024,"ORIG CO NAME:COMM OF MASS           ORIG ID:A046002284 DESC DATE:241122 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:022000046994552 EED:241125   IND ID:VC0001203281                 IND NAME:BOODAH INC                 TRN*1*0000327I4004039*1046002284*10 6079431\                                      TREVENDOR TRN: 3306994552TC",136.38,ACH_CREDIT,69542.10,,
CREDIT,11/25/2024,"ORIG CO NAME:HUMANA GOVT BUSI       ORIG ID:3611241225 DESC DATE:112124 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:111000029176806 EED:241125   IND ID:5000533999                   IND NAME:BOODAH INC                 TRN*1*5000533999*1611241225*WPSEAST   \ TRN: 3309176806TC",176.09,ACH_CREDIT,69405.72,,
CREDIT,11/25/2024,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:241122 CO ENTRY DESCR:INSTFUNDINSEC:CCD    TRACE#:041001031497091 EED:241125   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 3301497091TC",285.00,ACH_CREDIT,69229.63,,
CREDIT,11/25/2024,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:241123 CO ENTRY DESCR:INSTFUNDINSEC:CCD    TRACE#:041001035608629 EED:241125   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 3305608629TC",959.69,ACH_CREDIT,68944.63,,
CREDIT,11/25/2024,"ORIG CO NAME:CIGNA EDGE TRANS       ORIG ID:7026944582 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:242071750631689 EED:241125   IND ID:601100703018                 IND NAME:BOODAH INC                 TRN*1*601100703018*1591031071~                                                    HCCLAIMPMT TRN: 3300631689TC",1277.00,ACH_CREDIT,67984.94,,
DEBIT,11/22/2024,"ORIG CO NAME:CAPITAL ONE            ORIG ID:9541719318 DESC DATE:241122 CO ENTRY DESCR:CRCARDPMT SEC:CCD    TRACE#:021000026833237 EED:241122   IND ID:3YM180DI4VBGKJK              IND NAME:COLLEEN GALLICCHIO TRN: 3276833237TC",-3978.33,ACH_DEBIT,66707.94,,
DEBIT,11/22/2024,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:241121 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001031656000 EED:241122   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 3271656000TC",-8.87,ACH_DEBIT,70686.27,,
DEBIT,11/22/2024,"ORIG CO NAME:PAYROLL                ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022653169 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC TRN: 3272653169TC",-186.60,ACH_DEBIT,70695.14,,
DEBIT,11/22/2024,"ORIG CO NAME:PAYROLL                ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022653168 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC TRN: 3272653168TC",-213.50,ACH_DEBIT,70881.74,,
DEBIT,11/22/2024,"ORIG CO NAME:PAYROLL                ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022653166 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC TRN: 3272653166TC",-257.14,ACH_DEBIT,71095.24,,
DEBIT,11/22/2024,"ORIG CO NAME:PAYROLL                ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022653162 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC TRN: 3272653162TC",-265.00,ACH_DEBIT,71352.38,,
DEBIT,11/22/2024,"ORIG CO NAME:INTUIT 44547967        ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022652172 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3272652172TC",-315.01,ACH_DEBIT,71617.38,,
DEBIT,11/22/2024,"ORIG CO NAME:PAYROLL                ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022653165 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC TRN: 3272653165TC",-350.40,ACH_DEBIT,71932.39,,
DEBIT,11/22/2024,"ORIG CO NAME:PAYROLL                ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022653170 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC TRN: 3272653170TC",-535.50,ACH_DEBIT,72282.79,,
DEBIT,11/22/2024,"ORIG CO NAME:INTUIT 45052826        ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022651003 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3272651003TC",-584.43,ACH_DEBIT,72818.29,,
DEBIT,11/22/2024,"ORIG CO NAME:PAYROLL                ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022653171 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC TRN: 3272653171TC",-604.00,ACH_DEBIT,73402.72,,
DEBIT,11/22/2024,"ORIG CO NAME:INTUIT 44547967        ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022652175 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3272652175TC",-715.50,ACH_DEBIT,74006.72,,
DEBIT,11/22/2024,"ORIG CO NAME:PAYROLL                ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022653164 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC TRN: 3272653164TC",-818.13,ACH_DEBIT,74722.22,,
DEBIT,11/22/2024,"ORIG CO NAME:PAYROLL                ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022653167 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC TRN: 3272653167TC",-931.51,ACH_DEBIT,75540.35,,
DEBIT,11/22/2024,"ORIG CO NAME:INTUIT 44547967        ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022652176 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3272652176TC",-945.53,ACH_DEBIT,76471.86,,
DEBIT,11/22/2024,"ORIG CO NAME:INTUIT 44547967        ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022652177 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3272652177TC",-1004.15,ACH_DEBIT,77417.39,,
DEBIT,11/22/2024,"ORIG CO NAME:PAYROLL                ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022653161 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC TRN: 3272653161TC",-1122.86,ACH_DEBIT,78421.54,,
DEBIT,11/22/2024,"ORIG CO NAME:INTUIT 45052826        ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022651006 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3272651006TC",-1169.44,ACH_DEBIT,79544.40,,
DEBIT,11/22/2024,"ORIG CO NAME:INTUIT 45052826        ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022651005 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3272651005TC",-1169.45,ACH_DEBIT,80713.84,,
DEBIT,11/22/2024,"ORIG CO NAME:INTUIT 45052826        ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022651002 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3272651002TC",-1170.53,ACH_DEBIT,81883.29,,
DEBIT,11/22/2024,"ORIG CO NAME:INTUIT 44547967        ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022652164 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3272652164TC",-1232.85,ACH_DEBIT,83053.82,,
DEBIT,11/22/2024,"ORIG CO NAME:INTUIT 44547967        ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022652166 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3272652166TC",-1287.25,ACH_DEBIT,84286.67,,
DEBIT,11/22/2024,"ORIG CO NAME:INTUIT 45052826        ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022651004 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3272651004TC",-1363.66,ACH_DEBIT,85573.92,,
DEBIT,11/22/2024,"ORIG CO NAME:PAYROLL                ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022653163 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC TRN: 3272653163TC",-1452.91,ACH_DEBIT,86937.58,,
DEBIT,11/22/2024,"ORIG CO NAME:INTUIT 44547967        ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022652167 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3272652167TC",-1528.50,ACH_DEBIT,88390.49,,
DEBIT,11/22/2024,"ORIG CO NAME:INTUIT 45064240        ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022664530 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3272664530TC",-1654.52,ACH_DEBIT,89918.99,,
DEBIT,11/22/2024,"ORIG CO NAME:INTUIT 44547967        ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022652168 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3272652168TC",-1697.53,ACH_DEBIT,91573.51,,
DEBIT,11/22/2024,"ORIG CO NAME:INTUIT 45052826        ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022651007 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3272651007TC",-1727.82,ACH_DEBIT,93271.04,,
DEBIT,11/22/2024,"ORIG CO NAME:INTUIT 44547967        ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022652169 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3272652169TC",-1928.76,ACH_DEBIT,94998.86,,
DEBIT,11/22/2024,"ORIG CO NAME:INTUIT 44547967        ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022652171 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3272652171TC",-1970.47,ACH_DEBIT,96927.62,,
DEBIT,11/22/2024,"ORIG CO NAME:INTUIT 44547967        ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022652174 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3272652174TC",-2046.00,ACH_DEBIT,98898.09,,
DEBIT,11/22/2024,"ORIG CO NAME:INTUIT 44547967        ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022652173 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3272652173TC",-2093.21,ACH_DEBIT,100944.09,,
DEBIT,11/22/2024,"ORIG CO NAME:INTUIT 44547967        ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022652170 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3272652170TC",-2240.65,ACH_DEBIT,103037.30,,
DEBIT,11/22/2024,"ORIG CO NAME:INTUIT 44547967        ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022652165 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3272652165TC",-3019.56,ACH_DEBIT,105277.95,,
DEBIT,11/22/2024,"ORIG CO NAME:INTUIT 44547967        ORIG ID:4462800242 DESC DATE:241122 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022652178 EED:241122   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3272652178TC",-4865.67,ACH_DEBIT,108297.51,,
DEBIT,11/22/2024,"ORIG CO NAME:PAY PLUS               ORIG ID:5452579291 DESC DATE:241121 CO ENTRY DESCR:ACHTrans  SEC:CCD    TRACE#:101000690071755 EED:241122   IND ID:44876998                     IND NAME:Default debit account      FeeTransfer REF#44876998                                                          PPSACCOUNT TRN: 3270071755TC",-2.85,ACH_DEBIT,113163.18,,
CREDIT,11/22/2024,"ORIG CO NAME:HUMANA GOVT BUSI       ORIG ID:2610647538 DESC DATE:112024 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:111000024967325 EED:241122   IND ID:2237709227                   IND NAME:BOODAH INC                 TRN*1*2237709227*1611241225*WPSEAST   \ TRN: 3274967325TC",79.14,ACH_CREDIT,113166.03,,
CREDIT,11/22/2024,"ORIG CO NAME:UNITED BEHAVIORA       ORIG ID:1805600001 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384873567979 EED:241122   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*24324B1000017861*1411289245*0 00087726\ TRN: 3273567979TC",122.09,ACH_CREDIT,113086.89,,
CREDIT,11/22/2024,"ORIG CO NAME:UnitedHealthcare       ORIG ID:1780000000 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384873567358 EED:241122   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*UH4870000019924154090506*1391 995276*0000UMR01\ TRN: 3273567358TC",136.57,ACH_CREDIT,112964.80,,
CREDIT,11/22/2024,"ORIG CO NAME:UNITED BEHAVIORA       ORIG ID:1805600001 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384873567655 EED:241122   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*24324B1000017686*1411289245*0 00087726\ TRN: 3273567655TC",144.42,ACH_CREDIT,112828.23,,
CREDIT,11/22/2024,"ORIG CO NAME:UNITED BEHAVIORA       ORIG ID:1805600001 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384873567831 EED:241122   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*24324B1000020979*1411289245*0 00087726\ TRN: 3273567831TC",1185.28,ACH_CREDIT,112683.81,,
CREDIT,11/22/2024,"ORIG CO NAME:WELLPOINT 05C          ORIG ID:0365BA293A DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:111000025128855 EED:241122   IND ID:3256974648                   IND NAME:BOODAH  INC                TRN*1*3256974648*1520913817\                                                      EDI PAYMENT TRN: 3275128855TC",1908.39,ACH_CREDIT,111498.53,,
DEBIT,11/21/2024,"Online Payment 22488703963 To Cynthia Pearson 11/21",-450.00,BILLPAY,109590.14,,
DEBIT,11/21/2024,"Online Payment 22488462897 To Pacific Realty Trust 11/21",-978.00,BILLPAY,110040.14,,
DEBIT,11/21/2024,"ORIG CO NAME:PAY PLUS               ORIG ID:5452579291 DESC DATE:241120 CO ENTRY DESCR:ACHTrans  SEC:CCD    TRACE#:101000694506032 EED:241121   IND ID:44631114                     IND NAME:Default debit account      FeeTransfer REF#44631114                                                          PPSACCOUNT TRN: 3264506032TC",-3.04,ACH_DEBIT,111018.14,,
CREDIT,11/21/2024,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:241120 CO ENTRY DESCR:INSTFUNDINSEC:CCD    TRACE#:041001034608441 EED:241121   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 3264608441TC",35.00,ACH_CREDIT,111021.18,,
CREDIT,11/21/2024,"ORIG CO NAME:AETNA A04              ORIG ID:1066033492 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:031100208089395 EED:241121   IND ID:1104390525                   IND NAME:BOODAH INC                 TRN*1*824323000038041*1066033492\ TRN: 3268089395TC",42.07,ACH_CREDIT,110986.18,,
CREDIT,11/21/2024,"ORIG CO NAME:UNITED BEHAVIORA       ORIG ID:1805600001 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384877134151 EED:241121   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*24321B1000031966*1411289245*0 00087726\ TRN: 3267134151TC",131.57,ACH_CREDIT,110944.11,,
CREDIT,11/21/2024,"ORIG CO NAME:UNITED BEHAVIORA       ORIG ID:1805600001 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384877133971 EED:241121   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*24321B1000013673*1411289245*0 00087726\ TRN: 3267133971TC",136.57,ACH_CREDIT,110812.54,,
CREDIT,11/21/2024,"ORIG CO NAME:PAY PLUS               ORIG ID:6452579291 DESC DATE:241121 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:101000694505243 EED:241121   IND ID:825169916                    IND NAME:COLLEEN LONG GALLACCHI     TRN*1*577253569*1042734278\                                                       PPSACCOUNT TRN: 3264505243TC",149.98,ACH_CREDIT,110675.97,,
CREDIT,11/21/2024,"ORIG CO NAME:UNITED BEHAVIORA       ORIG ID:1805600001 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384877134127 EED:241121   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*24321B1000015495*1411289245*0 00087726\ TRN: 3267134127TC",1185.28,ACH_CREDIT,110525.99,,
CREDIT,11/21/2024,"ORIG CO NAME:AETNA AS01             ORIG ID:1066033492 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:051000018120578 EED:241121   IND ID:1104390525                   IND NAME:BOODAH INC                 TRN*1*824323000038043*1066033492\ TRN: 3268120578TC",1840.74,ACH_CREDIT,109340.71,,
CREDIT,11/21/2024,"Online Transfer from BRC ...4002 transaction#: 22787219534",50000.00,MISC_CREDIT,107499.97,,
DEBIT,11/20/2024,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:241119 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001030079537 EED:241120   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 3250079537TC",-1.62,ACH_DEBIT,57499.97,,
CREDIT,11/20/2024,"ORIG CO NAME:HUMANA GOVT BUSI       ORIG ID:2610647538 DESC DATE:111824 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:111000026990454 EED:241120   IND ID:2237626205                   IND NAME:BOODAH INC                 TRN*1*2237626205*1611241225*WPSEAST   \ TRN: 3256990454TC",79.14,ACH_CREDIT,57501.59,,
CREDIT,11/20/2024,"ORIG CO NAME:CIGNA                  ORIG ID:9751677627 DESC DATE:111624 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:091000016950825 EED:241120   IND ID:825169916                    IND NAME:/BOODAH INC                TRN*1*241116090068341*1411648670\ TRN: 3256950825TC",97.00,ACH_CREDIT,57422.45,,
CREDIT,11/20/2024,"ORIG CO NAME:CIGNA                  ORIG ID:9751677627 DESC DATE:111624 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:091000016950827 EED:241120   IND ID:825169916                    IND NAME:/BOODAH INC                TRN*1*241116090068342*1591031071\ TRN: 3256950827TC",98.00,ACH_CREDIT,57325.45,,
CREDIT,11/20/2024,"ORIG CO NAME:UNITED BEHAVIORA       ORIG ID:1805600001 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384874364538 EED:241120   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*24320B1000014089*1411289245*0 00087726\ TRN: 3254364538TC",157.83,ACH_CREDIT,57227.45,,
CREDIT,11/20/2024,"ORIG CO NAME:PAY PLUS               ORIG ID:6452579291 DESC DATE:241120 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:101000699172610 EED:241120   IND ID:825169916                    IND NAME:COLLEEN LONG GALLACCHI     TRN*1*577254611*1042734278\                                                       PPSACCOUNT TRN: 3259172610TC",159.98,ACH_CREDIT,57069.62,,
CREDIT,11/20/2024,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:241119 CO ENTRY DESCR:INSTFUNDINSEC:CCD    TRACE#:041001039645282 EED:241120   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 3259645282TC",521.86,ACH_CREDIT,56909.64,,
CREDIT,11/20/2024,"ORIG CO NAME:HUMANA GOVT BUSI       ORIG ID:3611241225 DESC DATE:111824 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:111000026980965 EED:241120   IND ID:5000482202                   IND NAME:BOODAH INC                 TRN*1*5000482202*1611241225*WPSEAST   \ TRN: 3256980965TC",1077.56,ACH_CREDIT,56387.78,,
DEBIT,11/19/2024,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:241118 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001039725198 EED:241119   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 3249725198TC",-17.23,ACH_DEBIT,55310.22,,
DEBIT,11/19/2024,"ORIG CO NAME:Qualifacts Syste       ORIG ID:0000512692 DESC DATE:       CO ENTRY DESCR:VSP*QualifSEC:CCD    TRACE#:096016935770657 EED:241119   IND ID:14645185                     IND NAME:Colleen Gallicchio                                                                                           6153866755 TRN: 3245770657TC",-555.00,ACH_DEBIT,55327.45,,
CREDIT,11/19/2024,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:241118 CO ENTRY DESCR:INSTFUNDINSEC:CCD    TRACE#:041001030890424 EED:241119   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 3240890424TC",100.00,ACH_CREDIT,55882.45,,
CREDIT,11/19/2024,"ORIG CO NAME:UNITED BEHAVIORA       ORIG ID:1805600001 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384870711480 EED:241119   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*24319B1000012365*1411289245*0 00087726\ TRN: 3240711480TC",105.01,ACH_CREDIT,55782.45,,
CREDIT,11/19/2024,"ORIG CO NAME:UNITED BEHAVIORA       ORIG ID:1805600001 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384870711254 EED:241119   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*24319B1000010776*1411289245*0 00087726\ TRN: 3240711254TC",122.09,ACH_CREDIT,55677.44,,
DEBIT,11/18/2024,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:241116 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001034940905 EED:241118   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 3234940905TC",-0.88,ACH_DEBIT,55555.35,,
